match_id,round_id,spike_planted,spike_defused
MATCH_000004,MATCH_000004-R07,1,1
MATCH_000004,MATCH_000004-R08,1,1
MATCH_000004,MATCH_000004-R09,1,0
MATCH_000004,MATCH_000004-R10,1,1
MATCH_000004,MATCH_000004-R11,1,1
MATCH_000004,MATCH_000004-R12,1,0
MATCH_000004,MATCH_000004-R13,1,1
MATCH_000004,MATCH_000004-R14,1,0
MATCH_000004,MATCH_000004-R15,1,0
MATCH_000004,MATCH_000004-R16,1,0
MATCH_000004,MATCH_000004-R17,1,0
MATCH_000004,MATCH_000004-R18,1,1
MATCH_000004,MATCH_000004-R19,1,0
MATCH_000004,MATCH_000004-R20,1,0
MATCH_000004,MATCH_000004-R21,1,0
MATCH_000004,MATCH_000004-R22,1,1
MATCH_000004,MATCH_000004-R23,1,0
MATCH_000004,MATCH_000004-R24,1,0
MATCH_000005,MATCH_000005-R01,1,1
MATCH_000005,MATCH_000005-R02,1,0
MATCH_000005,MATCH_000005-R03,1,1
MATCH_000005,MATCH_000005-R04,1,1
MATCH_000005,MATCH_000005-R05,1,1
MATCH_000005,MATCH_000005-R06,1,0
MATCH_000005,MATCH_000005-R07,1,1
MATCH_000005,MATCH_000005-R08,1,0
MATCH_000005,MATCH_000005-R09,1,1
MATCH_000005,MATCH_000005-R10,1,1
MATCH_000005,MATCH_000005-R11,1,1
MATCH_000005,MATCH_000005-R12,1,0
MATCH_000005,MATCH_000005-R13,1,0
MATCH_000005,MATCH_000005-R14,1,1
MATCH_000005,MATCH_000005-R15,1,0
MATCH_000005,MATCH_000005-R16,1,1
MATCH_000005,MATCH_000005-R17,1,1
MATCH_000005,MATCH_000005-R18,1,0
MATCH_000005,MATCH_000005-R19,1,0
MATCH_000005,MATCH_000005-R20,1,1
MATCH_000005,MATCH_000005-R21,1,0
MATCH_000005,MATCH_000005-R22,1,1
MATCH_000006,MATCH_000006-R01,1,1
MATCH_000006,MATCH_000006-R02,1,0
MATCH_000006,MATCH_000006-R03,1,0
MATCH_000006,MATCH_000006-R04,1,1
MATCH_000006,MATCH_000006-R05,1,0
MATCH_000006,MATCH_000006-R06,1,1
MATCH_000006,MATCH_000006-R07,1,0
MATCH_000006,MATCH_000006-R08,1,0
MATCH_000006,MATCH_000006-R09,1,0
MATCH_000006,MATCH_000006-R10,1,1
MATCH_000006,MATCH_000006-R11,1,0
MATCH_000006,MATCH_000006-R12,1,0
MATCH_000006,MATCH_000006-R13,1,1
MATCH_000006,MATCH_000006-R14,1,1
MATCH_000006,MATCH_000006-R15,1,1
MATCH_000006,MATCH_000006-R16,1,1
MATCH_000006,MATCH_000006-R17,1,1
MATCH_000006,MATCH_000006-R18,1,0
MATCH_000006,MATCH_000006-R19,1,0
MATCH_000006,MATCH_000006-R20,1,0
MATCH_000006,MATCH_000006-R21,1,0
MATCH_000006,MATCH_000006-R22,1,0
MATCH_000007,MATCH_000007-R01,1,0
MATCH_000007,MATCH_000007-R02,1,0
MATCH_000007,MATCH_000007-R03,1,1
MATCH_000007,MATCH_000007-R04,1,1
MATCH_000007,MATCH_000007-R05,1,1
MATCH_000007,MATCH_000007-R06,1,1
MATCH_000007,MATCH_000007-R07,1,0
MATCH_000007,MATCH_000007-R08,1,0
MATCH_000007,MATCH_000007-R09,1,1
MATCH_000007,MATCH_000007-R10,1,1
MATCH_000007,MATCH_000007-R11,1,0
MATCH_000007,MATCH_000007-R12,1,1
MATCH_000007,MATCH_000007-R13,1,1
MATCH_000007,MATCH_000007-R14,1,1
MATCH_000007,MATCH_000007-R15,1,0
MATCH_000007,MATCH_000007-R16,1,1
MATCH_000007,MATCH_000007-R17,1,0
MATCH_000007,MATCH_000007-R18,1,1
MATCH_000007,MATCH_000007-R19,1,1
MATCH_000007,MATCH_000007-R20,1,1
MATCH_000008,MATCH_000008-R01,1,1
MATCH_000008,MATCH_000008-R02,1,0
MATCH_000008,MATCH_000008-R03,1,0
MATCH_000008,MATCH_000008-R04,1,0
MATCH_000008,MATCH_000008-R05,1,1
MATCH_000008,MATCH_000008-R06,1,0
MATCH_000008,MATCH_000008-R07,1,1
MATCH_000008,MATCH_000008-R08,1,0
MATCH_000008,MATCH_000008-R09,1,1
MATCH_000008,MATCH_000008-R10,1,1
MATCH_000008,MATCH_000008-R11,1,0
MATCH_000008,MATCH_000008-R12,1,1
MATCH_000008,MATCH_000008-R13,1,1
MATCH_000008,MATCH_000008-R14,1,1
MATCH_000008,MATCH_000008-R15,1,1
MATCH_000008,MATCH_000008-R16,1,1
MATCH_000008,MATCH_000008-R17,1,1
MATCH_000008,MATCH_000008-R18,1,0
MATCH_000008,MATCH_000008-R19,1,1
MATCH_000008,MATCH_000008-R20,1,1
MATCH_000009,MATCH_000009-R01,1,1
MATCH_000009,MATCH_000009-R02,1,1
MATCH_000009,MATCH_000009-R03,1,1
MATCH_000009,MATCH_000009-R04,1,1
MATCH_000009,MATCH_000009-R05,1,1
MATCH_000009,MATCH_000009-R06,1,1
MATCH_000009,MATCH_000009-R07,1,0
MATCH_000009,MATCH_000009-R08,1,1
MATCH_000009,MATCH_000009-R09,1,1
MATCH_000009,MATCH_000009-R10,1,1
MATCH_000009,MATCH_000009-R11,1,1
MATCH_000009,MATCH_000009-R12,1,1
MATCH_000009,MATCH_000009-R13,1,0
MATCH_000009,MATCH_000009-R14,1,0
MATCH_000009,MATCH_000009-R15,1,1
MATCH_000009,MATCH_000009-R16,1,1
MATCH_000010,MATCH_000010-R01,1,1
MATCH_000010,MATCH_000010-R02,1,1
MATCH_000010,MATCH_000010-R03,1,1
MATCH_000010,MATCH_000010-R04,1,1
MATCH_000010,MATCH_000010-R05,1,0
MATCH_000010,MATCH_000010-R06,1,1
MATCH_000010,MATCH_000010-R07,1,1
MATCH_000010,MATCH_000010-R08,1,1
MATCH_000010,MATCH_000010-R09,1,0
MATCH_000010,MATCH_000010-R10,1,1
MATCH_000010,MATCH_000010-R11,1,0
MATCH_000010,MATCH_000010-R12,1,1
MATCH_000010,MATCH_000010-R13,1,0
MATCH_000010,MATCH_000010-R14,1,1
MATCH_000010,MATCH_000010-R15,1,0
MATCH_000010,MATCH_000010-R16,1,1
MATCH_000010,MATCH_000010-R17,1,0
MATCH_000010,MATCH_000010-R18,1,1
MATCH_000010,MATCH_000010-R19,1,0
MATCH_000010,MATCH_000010-R20,1,1
MATCH_000011,MATCH_000011-R01,1,1
MATCH_000011,MATCH_000011-R02,1,0
MATCH_000011,MATCH_000011-R03,1,1
MATCH_000011,MATCH_000011-R04,1,1
MATCH_000011,MATCH_000011-R05,1,0
MATCH_000011,MATCH_000011-R06,1,0
MATCH_000011,MATCH_000011-R07,1,0
MATCH_000011,MATCH_000011-R08,1,1
MATCH_000011,MATCH_000011-R09,1,1
MATCH_000011,MATCH_000011-R10,1,0
MATCH_000011,MATCH_000011-R11,1,1
MATCH_000011,MATCH_000011-R12,1,1
MATCH_000011,MATCH_000011-R13,1,1
MATCH_000011,MATCH_000011-R14,1,1
MATCH_000011,MATCH_000011-R15,1,1
MATCH_000011,MATCH_000011-R16,1,1
MATCH_000011,MATCH_000011-R17,1,1
MATCH_000011,MATCH_000011-R18,1,0
MATCH_000011,MATCH_000011-R19,1,1
MATCH_000012,MATCH_000012-R01,1,0
MATCH_000012,MATCH_000012-R02,1,1
MATCH_000012,MATCH_000012-R03,1,1
MATCH_000012,MATCH_000012-R04,1,1
MATCH_000012,MATCH_000012-R05,1,0
MATCH_000012,MATCH_000012-R06,1,1
MATCH_000012,MATCH_000012-R07,1,0
MATCH_000012,MATCH_000012-R08,1,0
MATCH_000012,MATCH_000012-R09,1,1
MATCH_000012,MATCH_000012-R10,1,0
MATCH_000012,MATCH_000012-R11,1,0
MATCH_000012,MATCH_000012-R12,1,1
MATCH_000012,MATCH_000012-R13,1,1
MATCH_000012,MATCH_000012-R14,1,0
MATCH_000012,MATCH_000012-R15,1,0
MATCH_000012,MATCH_000012-R16,1,1
MATCH_000012,MATCH_000012-R17,1,0
MATCH_000012,MATCH_000012-R18,1,1
MATCH_000012,MATCH_000012-R19,1,1
MATCH_000012,MATCH_000012-R20,1,1
MATCH_000012,MATCH_000012-R21,1,1
MATCH_000012,MATCH_000012-R22,1,1
MATCH_000013,MATCH_000013-R01,1,1
MATCH_000013,MATCH_000013-R02,1,0
MATCH_000013,MATCH_000013-R03,1,0
MATCH_000013,MATCH_000013-R04,1,0
MATCH_000013,MATCH_000013-R05,1,1
MATCH_000013,MATCH_000013-R06,1,0
MATCH_000013,MATCH_000013-R07,1,0
MATCH_000013,MATCH_000013-R08,1,0
MATCH_000013,MATCH_000013-R09,1,1
MATCH_000013,MATCH_000013-R10,1,0
MATCH_000013,MATCH_000013-R11,1,1
MATCH_000013,MATCH_000013-R12,1,0
MATCH_000013,MATCH_000013-R13,1,0
MATCH_000013,MATCH_000013-R14,1,1
MATCH_000013,MATCH_000013-R15,1,1
MATCH_000013,MATCH_000013-R16,1,0
MATCH_000013,MATCH_000013-R17,1,1
MATCH_000013,MATCH_000013-R18,1,1
MATCH_000013,MATCH_000013-R19,1,0
MATCH_000013,MATCH_000013-R20,1,1
MATCH_000013,MATCH_000013-R21,1,0
MATCH_000013,MATCH_000013-R22,1,0
MATCH_000014,MATCH_000014-R01,1,0
MATCH_000014,MATCH_000014-R02,1,1
MATCH_000014,MATCH_000014-R03,1,0
MATCH_000014,MATCH_000014-R04,1,1
MATCH_000014,MATCH_000014-R05,1,0
MATCH_000014,MATCH_000014-R06,1,1
MATCH_000014,MATCH_000014-R07,1,1
MATCH_000014,MATCH_000014-R08,1,1
MATCH_000014,MATCH_000014-R09,1,0
MATCH_000014,MATCH_000014-R10,1,1
MATCH_000014,MATCH_000014-R11,1,0
MATCH_000014,MATCH_000014-R12,1,0
MATCH_000014,MATCH_000014-R13,1,1
MATCH_000014,MATCH_000014-R14,1,1
MATCH_000014,MATCH_000014-R15,1,1
MATCH_000014,MATCH_000014-R16,1,1
MATCH_000014,MATCH_000014-R17,1,1
MATCH_000014,MATCH_000014-R18,1,1
MATCH_000014,MATCH_000014-R19,1,0
MATCH_000014,MATCH_000014-R20,1,1
MATCH_000015,MATCH_000015-R01,1,1
MATCH_000015,MATCH_000015-R02,1,1
MATCH_000015,MATCH_000015-R03,1,1
MATCH_000015,MATCH_000015-R04,1,1
MATCH_000015,MATCH_000015-R05,1,1
MATCH_000015,MATCH_000015-R06,1,1
MATCH_000015,MATCH_000015-R07,1,1
MATCH_000015,MATCH_000015-R08,1,0
MATCH_000015,MATCH_000015-R09,1,1
MATCH_000015,MATCH_000015-R10,1,1
MATCH_000015,MATCH_000015-R11,1,0
MATCH_000015,MATCH_000015-R12,1,1
MATCH_000015,MATCH_000015-R13,1,0
MATCH_000015,MATCH_000015-R14,1,0
MATCH_000015,MATCH_000015-R15,1,1
MATCH_000015,MATCH_000015-R16,1,1
MATCH_000015,MATCH_000015-R17,1,0
MATCH_000015,MATCH_000015-R18,1,0
MATCH_000015,MATCH_000015-R19,1,0
MATCH_000015,MATCH_000015-R20,1,1
MATCH_000016,MATCH_000016-R01,1,0
MATCH_000016,MATCH_000016-R02,1,0
MATCH_000016,MATCH_000016-R03,1,0
MATCH_000016,MATCH_000016-R04,1,1
MATCH_000016,MATCH_000016-R05,1,0
MATCH_000016,MATCH_000016-R06,1,0
MATCH_000016,MATCH_000016-R07,1,0
MATCH_000016,MATCH_000016-R08,1,1
MATCH_000016,MATCH_000016-R09,1,1
MATCH_000016,MATCH_000016-R10,1,1
MATCH_000016,MATCH_000016-R11,1,1
MATCH_000016,MATCH_000016-R12,1,1
MATCH_000016,MATCH_000016-R13,1,1
MATCH_000016,MATCH_000016-R14,1,1
MATCH_000016,MATCH_000016-R15,1,1
MATCH_000016,MATCH_000016-R16,1,0
MATCH_000016,MATCH_000016-R17,1,1
MATCH_000016,MATCH_000016-R18,1,1
MATCH_000016,MATCH_000016-R19,1,1
MATCH_000016,MATCH_000016-R20,1,1
MATCH_000017,MATCH_000017-R01,1,1
MATCH_000017,MATCH_000017-R02,1,1
MATCH_000017,MATCH_000017-R03,1,0
MATCH_000017,MATCH_000017-R04,1,0
MATCH_000017,MATCH_000017-R05,1,0
MATCH_000017,MATCH_000017-R06,1,1
MATCH_000017,MATCH_000017-R07,1,1
MATCH_000017,MATCH_000017-R08,1,1
MATCH_000017,MATCH_000017-R09,1,1
MATCH_000017,MATCH_000017-R10,1,0
MATCH_000017,MATCH_000017-R11,1,0
MATCH_000017,MATCH_000017-R12,1,1
MATCH_000017,MATCH_000017-R13,1,0
MATCH_000017,MATCH_000017-R14,1,1
MATCH_000017,MATCH_000017-R15,1,1
MATCH_000017,MATCH_000017-R16,1,0
MATCH_000017,MATCH_000017-R17,1,1
MATCH_000017,MATCH_000017-R18,1,1
MATCH_000017,MATCH_000017-R19,1,0
MATCH_000017,MATCH_000017-R20,1,0
MATCH_000017,MATCH_000017-R21,1,0
MATCH_000017,MATCH_000017-R22,1,1
MATCH_000017,MATCH_000017-R23,1,1
MATCH_000018,MATCH_000018-R01,1,0
MATCH_000018,MATCH_000018-R02,1,1
MATCH_000018,MATCH_000018-R03,1,0
MATCH_000018,MATCH_000018-R04,1,0
MATCH_000018,MATCH_000018-R05,1,0
MATCH_000018,MATCH_000018-R06,1,0
MATCH_000018,MATCH_000018-R07,1,1
MATCH_000018,MATCH_000018-R08,1,1
MATCH_000018,MATCH_000018-R09,1,0
MATCH_000018,MATCH_000018-R10,1,1
MATCH_000018,MATCH_000018-R11,1,1
MATCH_000018,MATCH_000018-R12,1,0
MATCH_000018,MATCH_000018-R13,1,0
MATCH_000018,MATCH_000018-R14,1,1
MATCH_000018,MATCH_000018-R15,1,1
MATCH_000018,MATCH_000018-R16,1,1
MATCH_000018,MATCH_000018-R17,1,0
MATCH_000018,MATCH_000018-R18,1,0
MATCH_000018,MATCH_000018-R19,1,0
MATCH_000018,MATCH_000018-R20,1,1
MATCH_000018,MATCH_000018-R21,1,1
MATCH_000018,MATCH_000018-R22,1,0
MATCH_000018,MATCH_000018-R23,1,0
MATCH_000019,MATCH_000019-R01,1,0
MATCH_000019,MATCH_000019-R02,1,0
MATCH_000019,MATCH_000019-R03,1,1
MATCH_000019,MATCH_000019-R04,1,0
MATCH_000019,MATCH_000019-R05,1,1
MATCH_000019,MATCH_000019-R06,1,1
MATCH_000019,MATCH_000019-R07,1,1
MATCH_000019,MATCH_000019-R08,1,1
MATCH_000019,MATCH_000019-R09,1,1
MATCH_000019,MATCH_000019-R10,1,0
MATCH_000019,MATCH_000019-R11,1,1
MATCH_000019,MATCH_000019-R12,1,0
MATCH_000019,MATCH_000019-R13,1,1
MATCH_000019,MATCH_000019-R14,1,1
MATCH_000019,MATCH_000019-R15,1,1
MATCH_000019,MATCH_000019-R16,1,1
MATCH_000019,MATCH_000019-R17,1,1
MATCH_000019,MATCH_000019-R18,1,0
MATCH_000019,MATCH_000019-R19,1,1
MATCH_000020,MATCH_000020-R01,1,1
MATCH_000020,MATCH_000020-R02,1,1
MATCH_000020,MATCH_000020-R03,1,0
MATCH_000020,MATCH_000020-R04,1,0
MATCH_000020,MATCH_000020-R05,1,1
MATCH_000020,MATCH_000020-R06,1,1
MATCH_000020,MATCH_000020-R07,1,0
MATCH_000020,MATCH_000020-R08,1,1
MATCH_000020,MATCH_000020-R09,1,0
MATCH_000020,MATCH_000020-R10,1,0
MATCH_000020,MATCH_000020-R11,1,0
MATCH_000020,MATCH_000020-R12,1,1
MATCH_000020,MATCH_000020-R13,1,1
MATCH_000020,MATCH_000020-R14,1,1
MATCH_000020,MATCH_000020-R15,1,1
MATCH_000020,MATCH_000020-R16,1,1
MATCH_000020,MATCH_000020-R17,1,1
MATCH_000020,MATCH_000020-R18,1,1
MATCH_000020,MATCH_000020-R19,1,0
MATCH_000020,MATCH_000020-R20,1,0
MATCH_000020,MATCH_000020-R21,1,0
MATCH_000020,MATCH_000020-R22,1,0
MATCH_000020,MATCH_000020-R23,1,0
MATCH_000020,MATCH_000020-R24,1,1
MATCH_000021,MATCH_000021-R01,1,1
MATCH_000021,MATCH_000021-R02,1,0
MATCH_000021,MATCH_000021-R03,1,0
MATCH_000021,MATCH_000021-R04,1,0
MATCH_000021,MATCH_000021-R05,1,1
MATCH_000021,MATCH_000021-R06,1,0
MATCH_000021,MATCH_000021-R07,1,1
MATCH_000021,MATCH_000021-R08,1,0
MATCH_000021,MATCH_000021-R09,1,1
MATCH_000021,MATCH_000021-R10,1,1
MATCH_000021,MATCH_000021-R11,1,1
MATCH_000021,MATCH_000021-R12,1,0
MATCH_000021,MATCH_000021-R13,1,0
MATCH_000021,MATCH_000021-R14,1,1
MATCH_000021,MATCH_000021-R15,1,1
MATCH_000021,MATCH_000021-R16,1,1
MATCH_000021,MATCH_000021-R17,1,0
MATCH_000021,MATCH_000021-R18,1,0
MATCH_000021,MATCH_000021-R19,1,0
MATCH_000021,MATCH_000021-R20,1,1
MATCH_000021,MATCH_000021-R21,1,1
MATCH_000021,MATCH_000021-R22,1,1
MATCH_000021,MATCH_000021-R23,1,1
MATCH_000022,MATCH_000022-R01,1,1
MATCH_000022,MATCH_000022-R02,1,0
MATCH_000022,MATCH_000022-R03,1,0
MATCH_000022,MATCH_000022-R04,1,1
MATCH_000022,MATCH_000022-R05,1,1
MATCH_000022,MATCH_000022-R06,1,0
MATCH_000022,MATCH_000022-R07,1,0
MATCH_000022,MATCH_000022-R08,1,1
MATCH_000022,MATCH_000022-R09,1,1
MATCH_000022,MATCH_000022-R10,1,1
MATCH_000022,MATCH_000022-R11,1,1
MATCH_000022,MATCH_000022-R12,1,0
MATCH_000022,MATCH_000022-R13,1,0
MATCH_000022,MATCH_000022-R14,1,1
MATCH_000022,MATCH_000022-R15,1,1
MATCH_000022,MATCH_000022-R16,1,1
MATCH_000022,MATCH_000022-R17,1,1
MATCH_000022,MATCH_000022-R18,1,1
MATCH_000022,MATCH_000022-R19,1,1
MATCH_000023,MATCH_000023-R01,1,1
MATCH_000023,MATCH_000023-R02,1,0
MATCH_000023,MATCH_000023-R03,1,0
MATCH_000023,MATCH_000023-R04,1,0
MATCH_000023,MATCH_000023-R05,1,1
MATCH_000023,MATCH_000023-R06,1,1
MATCH_000023,MATCH_000023-R07,1,1
MATCH_000023,MATCH_000023-R08,1,1
MATCH_000023,MATCH_000023-R09,1,1
MATCH_000023,MATCH_000023-R10,1,0
MATCH_000023,MATCH_000023-R11,1,0
MATCH_000023,MATCH_000023-R12,1,0
MATCH_000023,MATCH_000023-R13,1,0
MATCH_000023,MATCH_000023-R14,1,1
MATCH_000023,MATCH_000023-R15,1,0
MATCH_000023,MATCH_000023-R16,1,1
MATCH_000023,MATCH_000023-R17,1,0
MATCH_000023,MATCH_000023-R18,1,1
MATCH_000023,MATCH_000023-R19,1,0
MATCH_000023,MATCH_000023-R20,1,1
MATCH_000023,MATCH_000023-R21,1,1
MATCH_000023,MATCH_000023-R22,1,1
MATCH_000023,MATCH_000023-R23,1,1
MATCH_000024,MATCH_000024-R01,1,1
MATCH_000024,MATCH_000024-R02,1,1
MATCH_000024,MATCH_000024-R03,1,0
MATCH_000024,MATCH_000024-R04,1,0
MATCH_000024,MATCH_000024-R05,1,0
MATCH_000024,MATCH_000024-R06,1,0
MATCH_000024,MATCH_000024-R07,1,0
MATCH_000024,MATCH_000024-R08,1,1
MATCH_000024,MATCH_000024-R09,1,1
MATCH_000024,MATCH_000024-R10,1,0
MATCH_000024,MATCH_000024-R11,1,0
MATCH_000024,MATCH_000024-R12,1,1
MATCH_000024,MATCH_000024-R13,1,0
MATCH_000024,MATCH_000024-R14,1,1
MATCH_000024,MATCH_000024-R15,1,1
MATCH_000024,MATCH_000024-R16,1,1
MATCH_000024,MATCH_000024-R17,1,0
MATCH_000024,MATCH_000024-R18,1,0
MATCH_000024,MATCH_000024-R19,1,1
MATCH_000024,MATCH_000024-R20,1,1
MATCH_000024,MATCH_000024-R21,1,0
MATCH_000024,MATCH_000024-R22,1,1
MATCH_000024,MATCH_000024-R23,1,1
MATCH_000024,MATCH_000024-R24,1,1
MATCH_000025,MATCH_000025-R01,1,1
MATCH_000025,MATCH_000025-R02,1,1
MATCH_000025,MATCH_000025-R03,1,1
MATCH_000025,MATCH_000025-R04,1,1
MATCH_000025,MATCH_000025-R05,1,1
MATCH_000025,MATCH_000025-R06,1,1
MATCH_000025,MATCH_000025-R07,1,1
MATCH_000025,MATCH_000025-R08,1,0
MATCH_000025,MATCH_000025-R09,1,1
MATCH_000025,MATCH_000025-R10,1,1
MATCH_000025,MATCH_000025-R11,1,0
MATCH_000025,MATCH_000025-R12,1,1
MATCH_000025,MATCH_000025-R13,1,1
MATCH_000025,MATCH_000025-R14,1,0
MATCH_000025,MATCH_000025-R15,1,1
MATCH_000025,MATCH_000025-R16,1,0
MATCH_000025,MATCH_000025-R17,1,1
MATCH_000026,MATCH_000026-R01,1,0
MATCH_000026,MATCH_000026-R02,1,0
MATCH_000026,MATCH_000026-R03,1,1
MATCH_000026,MATCH_000026-R04,1,1
MATCH_000026,MATCH_000026-R05,1,0
MATCH_000026,MATCH_000026-R06,1,0
MATCH_000026,MATCH_000026-R07,1,0
MATCH_000026,MATCH_000026-R08,1,0
MATCH_000026,MATCH_000026-R09,1,1
MATCH_000026,MATCH_000026-R10,1,1
MATCH_000026,MATCH_000026-R11,1,0
MATCH_000026,MATCH_000026-R12,1,1
MATCH_000026,MATCH_000026-R13,1,1
MATCH_000026,MATCH_000026-R14,1,1
MATCH_000026,MATCH_000026-R15,1,0
MATCH_000026,MATCH_000026-R16,1,1
MATCH_000026,MATCH_000026-R17,1,1
MATCH_000026,MATCH_000026-R18,1,1
MATCH_000026,MATCH_000026-R19,1,1
MATCH_000026,MATCH_000026-R20,1,1
MATCH_000026,MATCH_000026-R21,1,1
MATCH_000027,MATCH_000027-R01,1,1
MATCH_000027,MATCH_000027-R02,1,0
MATCH_000027,MATCH_000027-R03,1,0
MATCH_000027,MATCH_000027-R04,1,0
MATCH_000027,MATCH_000027-R05,1,1
MATCH_000027,MATCH_000027-R06,1,1
MATCH_000027,MATCH_000027-R07,1,0
MATCH_000027,MATCH_000027-R08,1,0
MATCH_000027,MATCH_000027-R09,1,0
MATCH_000027,MATCH_000027-R10,1,1
MATCH_000027,MATCH_000027-R11,1,1
MATCH_000027,MATCH_000027-R12,1,1
MATCH_000027,MATCH_000027-R13,1,0
MATCH_000027,MATCH_000027-R14,1,1
MATCH_000027,MATCH_000027-R15,1,1
MATCH_000027,MATCH_000027-R16,1,0
MATCH_000027,MATCH_000027-R17,1,0
MATCH_000027,MATCH_000027-R18,1,1
MATCH_000027,MATCH_000027-R19,1,0
MATCH_000027,MATCH_000027-R20,1,1
MATCH_000027,MATCH_000027-R21,1,0
MATCH_000027,MATCH_000027-R22,1,1
MATCH_000027,MATCH_000027-R23,1,1
MATCH_000027,MATCH_000027-R24,1,1
MATCH_000028,MATCH_000028-R01,1,0
MATCH_000028,MATCH_000028-R02,1,0
MATCH_000028,MATCH_000028-R03,1,0
MATCH_000028,MATCH_000028-R04,1,1
MATCH_000028,MATCH_000028-R05,1,1
MATCH_000028,MATCH_000028-R06,1,0
MATCH_000028,MATCH_000028-R07,1,0
MATCH_000028,MATCH_000028-R08,1,1
MATCH_000028,MATCH_000028-R09,1,0
MATCH_000028,MATCH_000028-R10,1,1
MATCH_000028,MATCH_000028-R11,1,1
MATCH_000028,MATCH_000028-R12,1,1
MATCH_000028,MATCH_000028-R13,1,0
MATCH_000028,MATCH_000028-R14,1,0
MATCH_000028,MATCH_000028-R15,1,0
MATCH_000028,MATCH_000028-R16,1,0
MATCH_000028,MATCH_000028-R17,1,1
MATCH_000028,MATCH_000028-R18,1,1
MATCH_000028,MATCH_000028-R19,1,1
MATCH_000028,MATCH_000028-R20,1,1
MATCH_000028,MATCH_000028-R21,1,0
MATCH_000028,MATCH_000028-R22,1,1
MATCH_000028,MATCH_000028-R23,1,0
MATCH_000028,MATCH_000028-R24,1,0
MATCH_000029,MATCH_000029-R01,1,0
MATCH_000029,MATCH_000029-R02,1,1
MATCH_000029,MATCH_000029-R03,1,1
MATCH_000029,MATCH_000029-R04,1,0
MATCH_000029,MATCH_000029-R05,1,0
MATCH_000029,MATCH_000029-R06,1,1
MATCH_000029,MATCH_000029-R07,1,1
MATCH_000029,MATCH_000029-R08,1,0
